Semana,DDT,FECHA,Admin_col_3_Cambios,Urea (Lbs),Admin_Urea_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl (Lbs),Admin_Kcl_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Sin Calcio,Admin_Sulfato de Magnesio_Cambios_1,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,1,39606,,29.37782654990548,,14.457221039130433,,30.296993823763337,,19.44509121585462,,0.0010821971065271732,,174.06755219512195,,20.019999999999996,,788.1066087723605
2,8,39613,,46.92375205001871,,14.457221039130433,,45.45530352716686,,29.173934829034025,,0.00162364616897506,,253.64168097560975,,20.019999999999996,,1085.7775887153925
3,15,39620,,46.92375205001871,,14.457221039130433,,45.45530352716686,,29.173934829034025,,0.00162364616897506,,373.00140926829266,,20.019999999999996,,1090.5519778471
4,22,39627,,64.80875841649635,,14.457221039130433,,60.91658316880803,,39.097229354372004,,0.0021759172024882188,,417.7607580487805,,20.019999999999996,,1392.640846037907
5,29,39634,,64.80875841649635,,14.457221039130433,,60.91658316880803,,39.097229354372004,,0.0021759172024882188,,492.36260243902444,,20.019999999999996,,1395.6249198135167
6,36,39641,,64.80875841649635,,14.457221039130433,,60.91658316880803,,39.097229354372004,,0.0021759172024882188,,591.831728292683,,20.019999999999996,,1399.603684847663
7,43,39648,,64.80875841649635,,14.457221039130433,,60.91658316880803,,39.097229354372004,,0.0021759172024882188,,651.5118365853659,,20.019999999999996,,1401.9908891793705
8,50,39655,,59.949038977421125,,14.457221039130433,,60.91658316880803,,39.097229354372004,,0.0021759172024882188,,800.7121073170731,,20.019999999999996,,1376.3707236546497
9,57,39662,,59.949038977421125,,14.457221039130433,,60.91658316880803,,39.097229354372004,,0.0021759172024882188,,830.5526497560975,,20.019999999999996,,1377.5643453522107
10,64,39669,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1009.595904390244,,20.019999999999996,,1359.9340668018813
11,71,39676,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1009.595904390244,,20.019999999999996,,1359.9340668018813
12,78,39683,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1128.9561209756096,,20.019999999999996,,1364.7084754652958
13,85,39690,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1218.4762834146343,,20.019999999999996,,1368.2892819628569
14,92,39697,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1218.4762834146343,,20.019999999999996,,1368.2892819628569
15,99,39704,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1218.4762834146343,,20.019999999999996,,1368.2892819628569
16,106,39711,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1218.4762834146343,,20.019999999999996,,1368.2892819628569
17,113,39718,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1218.4762834146343,,20.019999999999996,,1368.2892819628569
18,120,39725,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1218.4762834146343,,20.019999999999996,,1368.2892819628569
19,127,39732,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1218.4762834146343,,20.019999999999996,,1368.2892819628569
20,134,39739,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1218.4762834146343,,20.019999999999996,,1368.2892819628569
21,141,39746,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1218.4762834146343,,20.019999999999996,,1368.2892819628569
22,148,39753,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1218.4762834146343,,20.019999999999996,,1368.2892819628569
23,155,39760,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1218.4762834146343,,20.019999999999996,,1368.2892819628569
24,162,39767,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1218.4762834146343,,20.019999999999996,,1368.2892819628569
25,169,39774,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1218.4762834146343,,20.019999999999996,,1368.2892819628569
26,176,39781,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1218.4762834146343,,20.019999999999996,,1368.2892819628569
27,183,39788,,47.41372127679279,,21.68583155869565,,58.39166666666667,,37.476697892334776,,0.0020857281445000003,,1218.4762834146343,,20.019999999999996,,1368.2892819628569
