Dia           Semana,Columna_1,=Main!E41/100,Columna_3,=(Main!F31/100)/Main!F72,Columna_5,=(Main!G36/100)/Main!F73,Columna_7,=(I5/100)/Main!F74,Columna_9,=(K5/100)/Main!F75,Columna_11,=M5/100
1,0.9330376299969902,1.0718960297706042,0.5182559999999999,1.1266434782608694,1.2066774706799999,2.0111291178,0.18587153792468067,1.161697112029254,0.6465309107287611,2.394558928625041,5.0926,0.0050926
2,0.9330376299969902,1.0718960297706042,0.5182559999999999,1.1266434782608694,1.2066774706799999,2.0111291178,0.18587153792468067,1.161697112029254,0.6465309107287611,2.394558928625041,5.0926,0.0050926
3,1.0258315363682757,1.178499897212271,0.5697983999999999,1.2386921739130432,1.326685831152,2.21114305192,0.20435712257074182,1.2772320160671364,0.7108307062220041,2.6327063193407554,9.1667,0.0091667
4,1.0258315363682757,1.178499897212271,0.5697983999999999,1.2386921739130432,1.326685831152,2.21114305192,0.20435712257074182,1.2772320160671364,0.7108307062220041,2.6327063193407554,12.2222,0.0122222
5,1.0258315363682757,1.178499897212271,0.5697983999999999,1.2386921739130432,1.326685831152,2.21114305192,0.20435712257074182,1.2772320160671364,0.7108307062220041,2.6327063193407554,12.2222,0.0122222
6,1.0258315363682757,1.178499897212271,0.5697983999999999,1.2386921739130432,1.326685831152,2.21114305192,0.20435712257074182,1.2772320160671364,0.7108307062220041,2.6327063193407554,17.3149,0.0173149
7,1.1190889487653914,1.3461422464308481,0.5697983999999999,1.2386921739130432,1.4472936339839997,2.4121560566399998,0.22293504280444557,1.3933440175277847,0.7754516795149133,2.872043257462642,17.3149,0.0173149
8,1.1190889487653914,1.1870283204087844,0.7060176,1.5348208695652175,1.4472936339839997,2.4121560566399998,0.22293504280444557,1.3933440175277847,0.7754516795149133,2.872043257462642,23.426,0.023426
9,1.1190889487653914,1.1870283204087844,0.7060176,1.5348208695652175,1.4472936339839997,2.4121560566399998,0.22293504280444557,1.3933440175277847,0.7754516795149133,2.872043257462642,23.426,0.023426
10,1.1190889487653914,1.1870283204087844,0.7060176,1.5348208695652175,1.4472936339839997,2.4121560566399998,0.22293504280444557,1.3933440175277847,0.7754516795149133,2.872043257462642,29.5372,0.0295372
11,1.1190889487653914,1.1870283204087844,0.7060176,1.5348208695652175,1.4472936339839997,2.4121560566399998,0.22293504280444557,1.3933440175277847,0.7754516795149133,2.872043257462642,29.5372,0.0295372
12,1.3866246268748115,1.6679585588231134,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,29.5372,0.0295372
13,1.3866246268748115,1.6679585588231134,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
14,1.3866246268748115,1.6679585588231134,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
15,1.3866246268748115,1.6679585588231134,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
16,1.3866246268748115,1.6679585588231134,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
17,1.3866246268748115,1.6679585588231134,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
18,1.3866246268748115,1.6679585588231134,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
19,1.3866246268748115,1.6679585588231134,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
20,1.3866246268748115,1.6679585588231134,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
21,1.3866246268748115,1.6679585588231134,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
22,1.3866246268748115,1.6679585588231134,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
23,1.3866246268748115,1.6679585588231134,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
24,1.3866246268748115,1.6679585588231134,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
25,1.2799611940382873,1.3495602518484144,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
26,1.2799611940382873,1.3495602518484144,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
27,1.2799611940382873,1.3495602518484144,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
28,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
29,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
30,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
31,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
32,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
33,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
34,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
35,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
36,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
37,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
38,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
39,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
40,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
41,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
42,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
43,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
44,1.1199660447835016,0.8719627913863675,0.7060176,1.5348208695652175,1.7932917641759996,2.9888196069599995,0.2762311439917906,1.7264446499486912,0.9608355054824448,3.558650020305351,35.6483,0.0356483
45,1.5519591830422623,1.7889014003100194,0.48128000000000004,1.0462608695652174,2.485,4.141666666666667,0.38277898027095986,2.392368626693499,1.3314488355,4.931291983333333,35.6483,0.0356483
46,1.5519591830422623,1.7889014003100194,0.48128000000000004,1.0462608695652174,2.485,4.141666666666667,0.38277898027095986,2.392368626693499,1.3314488355,4.931291983333333,35.6483,0.0356483
47,1.5519591830422623,1.7889014003100194,0.48128000000000004,1.0462608695652174,2.485,4.141666666666667,0.38277898027095986,2.392368626693499,1.3314488355,4.931291983333333,35.6483,0.0356483
