Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),DAP 18-46-0 (Lbs),DAP 18-46-0 (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Sin Calcio,Sin Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
31,211,40025,,11.361019692695137,,6.870295423403111,,14.057204104702334,,9.022136573874432,,0.0005021179888824077,,348.13608097560973,,20.019999999999996,,363.3628883233302
32,218,40032,,11.361019692695137,,6.870295423403111,,14.057204104702334,,9.022136573874432,,0.0005021179888824077,,348.13608097560973,,20.019999999999996,,363.3628883233302
33,225,40039,,11.361019692695137,,6.870295423403111,,14.057204104702334,,9.022136573874432,,0.0005021179888824077,,348.13608097560973,,20.019999999999996,,363.3628883233302
34,232,40046,,11.361019692695137,,6.870295423403111,,14.057204104702334,,9.022136573874432,,0.0005021179888824077,,348.13608097560973,,20.019999999999996,,363.3628883233302
35,239,40053,,11.361019692695137,,6.870295423403111,,14.057204104702334,,9.022136573874432,,0.0005021179888824077,,348.13608097560973,,20.019999999999996,,363.3628883233302
36,246,40060,,11.361019692695137,,6.870295423403111,,14.057204104702334,,9.022136573874432,,0.0005021179888824077,,348.13608097560973,,20.019999999999996,,363.3628883233302
37,253,40067,,11.361019692695137,,6.870295423403111,,14.057204104702334,,9.022136573874432,,0.0005021179888824077,,348.13608097560973,,20.019999999999996,,363.3628883233302
38,260,40074,,11.361019692695137,,6.870295423403111,,14.057204104702334,,9.022136573874432,,0.0005021179888824077,,348.13608097560973,,20.019999999999996,,363.3628883233302
39,267,40081,,11.361019692695137,,6.870295423403111,,14.057204104702334,,9.022136573874432,,0.0005021179888824077,,348.13608097560973,,20.019999999999996,,363.3628883233302
40,274,40088,,11.361019692695137,,6.870295423403111,,14.057204104702334,,9.022136573874432,,0.0005021179888824077,,348.13608097560973,,20.019999999999996,,363.3628883233302
