Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,1,39449,,2.4948461128985815,,1.0642026520673233,,3.260605931259842,,1.883437746629405,,3.8822534944782556,,24.866793170731707,,20.019999999999996,,137.69284951248383
2,8,39456,,2.4948461128985815,,1.0642026520673233,,3.260605931259842,,1.883437746629405,,3.8822534944782556,,24.866793170731707,,20.019999999999996,,137.69284951248383
3,15,39463,,3.221241701276251,,1.5963039781009853,,4.890908896889763,,2.8251566199441074,,5.823380241717384,,44.76032536585365,,20.019999999999996,,176.69951844742593
4,22,39470,,4.294988935035,,2.1284053041346467,,6.521211862519684,,3.76687549325881,,7.764506988956511,,59.680108292682924,,20.019999999999996,,216.9140115754297
5,29,39477,,4.294988935035,,2.1284053041346467,,6.521211862519684,,3.76687549325881,,7.764506988956511,,59.680108292682924,,20.019999999999996,,216.9140115754297
6,36,39484,,5.400428466409254,,3.1926079562019707,,9.781817793779526,,5.650313239888215,,11.646760483434768,,84.54738975609757,,20.019999999999996,,292.92378396444735
7,43,39491,,5.400428466409254,,3.1926079562019707,,9.781817793779526,,5.650313239888215,,11.646760483434768,,84.54738975609757,,20.019999999999996,,292.92378396444735
8,50,39498,,7.200571288545675,,4.256810608269293,,13.042423725039368,,7.53375098651762,,15.529013977913023,,114.387443902439,,20.019999999999996,,371.9460155883688
9,57,39505,,6.505867997783511,,4.256810608269293,,13.042423725039368,,7.53375098651762,,15.529013977913023,,114.387443902439,,20.019999999999996,,369.13246726078205
10,64,39512,,10.232480724177748,,7.094684347115491,,20.831649005271206,,12.033074492354531,,24.803286214722185,,144.2279863414634,,20.019999999999996,,555.6409855631181
11,71,39519,,6.903694122609052,,7.094684347115491,,20.831649005271206,,12.033074492354531,,24.803286214722185,,144.2279863414634,,20.019999999999996,,542.1593998267649
12,78,39526,,4.684503054896586,,7.094684347115491,,20.831649005271206,,12.033074492354531,,24.803286214722185,,144.2279863414634,,20.019999999999996,,533.1716760025294
13,85,39533,,3.574907521040354,,7.094684347115491,,20.831649005271206,,12.033074492354531,,24.803286214722185,,174.06804048780486,,20.019999999999996,,529.8714162562653
