Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,7,39126,,0.23697766079746618,,0.3183202677412649,,0.7481832464503702,,0.48019587547298626,,0.7918465556614392,,2.086376115121951,,0.23995999999999995,,10.290068080682254
2,14,39133,,0.3385395154249517,,0.4547432396303785,,1.068833209214815,,0.6859941078185519,,1.1312093652306277,,3.0401527356097557,,0.23995999999999995,,14.444881105651556
3,21,39140,,0.5162727610230514,,0.6934834404363271,,1.6299706440525927,,1.0461410144232917,,1.7250942819767072,,4.470800108292682,,0.23995999999999995,,21.708268509211635
4,28,39147,,0.5924441519936656,,0.7958006693531624,,1.8704581161259262,,1.2004896886824659,,1.9796163891535983,,5.007286288780487,,0.23995999999999995,,24.81872673533647
5,35,39154,,0.7447869339348938,,1.0004351271868326,,2.3514330602725924,,1.5091870372008138,,2.4886606035073804,,5.901465039024391,,0.23995999999999995,,31.033993309486995
6,42,39161,,0.9479106431898647,,1.2732810709650595,,2.9927329858014806,,1.920783501891945,,3.167386222645757,,7.093703372682927,,0.23995999999999995,,39.32101540835438
7,49,39168,,1.0494724978173504,,1.4097040428541732,,3.313382948565925,,2.12658173423751,,3.506749032214945,,7.8090299853658545,,0.23995999999999995,,43.46829341307704
8,56,39175,,1.3033771343860638,,1.7507614725769571,,4.115007855477036,,2.641077315101424,,4.355156056137915,,9.597346517073168,,0.23995999999999995,,53.8364884248837
9,63,39182,,1.3541580616998068,,1.818972958521514,,4.275332836859259,,2.743976431274207,,4.524837460922509,,9.95501567609756,,0.23995999999999995,,55.91012761218982
10,70,39189,,1.658843625582263,,2.2282418741888548,,5.237282725152593,,3.361371128310904,,5.542925889630075,,12.101030630243903,,0.23995999999999995,,68.35196273602651
11,77,39196,,1.658843625582263,,2.2282418741888548,,5.237282725152593,,3.361371128310904,,5.542925889630075,,12.101030630243903,,0.23995999999999995,,68.35196273602651
12,84,39203,,1.8619673348372339,,2.5010878179670817,,5.878582650681482,,3.772967593002035,,6.221651508768453,,13.531683855609753,,0.23995999999999995,,76.64651874547185
13,91,39210,,2.0143101167784625,,2.705722275800752,,6.359557594828148,,4.081664941520383,,6.730695723122236,,14.604673774634147,,0.23995999999999995,,82.86743575255586
14,98,39217,,2.0143101167784625,,2.705722275800752,,6.359557594828148,,4.081664941520383,,6.730695723122236,,14.604673774634147,,0.23995999999999995,,82.86743575255586
15,105,39224,,2.0143101167784625,,2.705722275800752,,6.359557594828148,,4.081664941520383,,6.730695723122236,,14.604673774634147,,0.23995999999999995,,82.86743575255586
16,112,39231,,2.0143101167784625,,2.705722275800752,,6.359557594828148,,4.081664941520383,,6.730695723122236,,14.604673774634147,,0.23995999999999995,,82.86743575255586
17,119,39238,,2.0143101167784625,,2.705722275800752,,6.359557594828148,,4.081664941520383,,6.730695723122236,,14.604673774634147,,0.23995999999999995,,82.86743575255586
18,126,39245,,2.0143101167784625,,2.705722275800752,,6.359557594828148,,4.081664941520383,,6.730695723122236,,14.604673774634147,,0.23995999999999995,,82.86743575255586
19,133,39252,,2.0143101167784625,,2.705722275800752,,6.359557594828148,,4.081664941520383,,6.730695723122236,,14.604673774634147,,0.23995999999999995,,82.86743575255586
