Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),FofatoMonoPotasico (Lbs),FofatoMonoPotasico (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Sin Calcio,Sin Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
2,15,39598,,185.25970149253715,,26.85375000000001,,62.07360258814816,,49.60641497416481,,0.0027607954189721694,,1397.511725365853,,20.019999999999996,,2167.0192499220875
6,46,39629,,179.28358208955208,,25.987500000000008,,63.49944606703707,,50.20649257465874,,0.002794192137750059,,2929.315169268294,,20.019999999999996,,2200.7504781670154
10,76,39659,,185.25970149253715,,23.581249999999997,,73.58936020333334,,55.80721684593541,,0.00310589484634369,,4799.307683902437,,20.019999999999996,,2359.7651536630524
15,107,39690,,203.18805970149234,,22.907500000000002,,103.55838018580636,,74.79676930027556,,0.004162739398637536,,5918.313376585363,,20.019999999999996,,2800.763529866272
