Semana,DDT,FECHA,Admin_col_3_Cambios,Urea (Lbs),Admin_Urea_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl (Lbs),Admin_Kcl_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
15,99,39547,,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,,441.11777561691576
16,106,39554,,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,,441.11777561691576
17,113,39561,TricoZam,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,1.001,821.4977756169158
18,120,39568,,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,,441.11777561691576
19,127,39575,,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,,441.11777561691576
20,134,39582,,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,,441.11777561691576
21,141,39589,BaZam,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,1.001,821.4977756169158
22,148,39596,,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,,441.11777561691576
23,155,39603,,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,,441.11777561691576
24,162,39610,,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,,441.11777561691576
25,169,39617,TricoZam,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,1.001,821.4977756169158
26,176,39624,,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,,441.11777561691576
27,183,39631,,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,,441.11777561691576
28,190,39638,,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,,441.11777561691576
29,197,39645,BaZam,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,1.001,821.4977756169158
30,204,39652,,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,,441.11777561691576
31,211,39659,,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,,441.11777561691576
32,218,39666,,4.0839328360309475,,3.1123103191304344,,11.876493058847085,,7.622521633569114,,15.711993296098349,,174.06804048780486,,20.019999999999996,,441.11777561691576
