Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl (Lbs),Admin_Kcl_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Sin Boro,Admin_Nitrato de Calcio_Cambios_1,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
2,1,39852,,37.673146137818456,,134.67453999999998,,72.46405833333333,,46.50858208438746,,95.86624545646295,,0.17536078559999999,,40.03999999999999,,3878.8968400314247
4,15,39866,,180.87014101968597,,134.67453999999998,,166.76660000000004,,107.03344918050811,,220.62368817377777,,0.32421248859999996,,40.03999999999999,,7261.59630594024
6,29,39880,,199.3531562929384,,92.62035391304349,,193.4923373716666,,124.18645135709438,,255.98047273436035,,0.44451967559999983,,40.03999999999999,,7578.599725212337
8,43,39894,,146.84107877527413,,92.62035391304349,,226.8585619299999,,145.60142354343017,,300.12228244022447,,0.595411817,,40.03999999999999,,8135.765239297712
10,57,39908,,129.66415108676787,,92.62035391304349,,232.18913717999988,,149.02267129402142,,307.17436104435063,,0.7544609071999997,,40.03999999999999,,8170.294554832483
12,71,39922,,129.66415108676787,,92.62035391304349,,232.18913717999988,,149.02267129402142,,307.17436104435063,,0.8768063303999999,,40.03999999999999,,8170.294554832483
14,85,39936,,64.83207554338394,,46.31017695652173,,116.09456858999998,,74.51133564701071,,153.58718052217537,,0.4995752761999999,,40.03999999999999,,4141.203277416242
