Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),FofatoMonoPotasico (Lbs),FofatoMonoPotasico (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
1,1,39449,,3.057750305187042,,1.6391632460593215,,2.1728231146404577,,1.9907088918482654,,4.103367135811976,,24.866793170731707,,20.019999999999996,,150.31148667869735
2,8,39456,,3.057750305187042,,1.6391632460593215,,2.1728231146404577,,1.9907088918482654,,4.103367135811976,,24.866793170731707,,20.019999999999996,,150.31148667869735
3,15,39463,,5.351063034077323,,2.868535680603813,,3.8024404506208023,,3.483740560734465,,7.18089248767096,,44.76032536585365,,20.019999999999996,,221.05283918040328
4,22,39470,,12.231001220748167,,6.556652984237286,,8.691292458561831,,7.9628355673930615,,16.413468543247905,,59.680108292682924,,20.019999999999996,,431.48646413917965
5,29,39477,,12.231001220748167,,6.556652984237286,,8.691292458561831,,7.9628355673930615,,16.413468543247905,,59.680108292682924,,20.019999999999996,,431.48646413917965
6,36,39484,,16.81762667852873,,9.015397853326268,,11.950527130522518,,10.948898905165459,,22.56851924696587,,84.54738975609757,,20.019999999999996,,572.3723778255182
7,43,39491,,17.93482592496016,,11.474142722415252,,15.209761802483209,,13.93496224293786,,28.72356995068384,,84.54738975609757,,20.019999999999996,,698.2124240973565
8,50,39498,,20.20104582741746,,10.449665693628175,,27.033897077314393,,21.15128197588782,,43.59827581800225,,114.387443902439,,20.019999999999996,,939.9056977902419
9,57,39505,,20.20104582741746,,10.449665693628175,,27.033897077314393,,21.15128197588782,,43.59827581800225,,114.387443902439,,20.019999999999996,,939.9056977902419
10,64,39512,,18.44568137524677,,10.449665693628175,,27.033897077314393,,21.15128197588782,,43.59827581800225,,144.2279863414634,,20.019999999999996,,933.9900934565114
11,71,39519,,18.44568137524677,,10.449665693628175,,27.033897077314393,,21.15128197588782,,43.59827581800225,,144.2279863414634,,20.019999999999996,,933.9900934565114
12,78,39526,,18.44568137524677,,10.449665693628175,,27.033897077314393,,21.15128197588782,,43.59827581800225,,144.2279863414634,,20.019999999999996,,933.9900934565114
13,85,39533,,18.44568137524677,,10.449665693628175,,27.033897077314393,,21.15128197588782,,43.59827581800225,,174.06804048780486,,20.019999999999996,,935.1836956223651
14,92,39540,,18.44568137524677,,10.449665693628175,,27.033897077314393,,21.15128197588782,,43.59827581800225,,174.06804048780486,,20.019999999999996,,935.1836956223651
