Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),FofatoMonoPotasico (Lbs),FofatoMonoPotasico (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
1,1,39449,,42.60511153475519,,25.063499999999998,,31.482989999999997,,29.321768430962727,,60.43976667617778,,174.06755219512195,,20.019999999999996,,1942.504666819698
2,8,39456,,42.60511153475519,,25.063499999999998,,31.482989999999997,,29.321768430962727,,60.43976667617778,,253.64168097560975,,20.019999999999996,,1945.6876319709174
3,15,39463,,42.60511153475519,,25.063499999999998,,31.482989999999997,,29.321768430962727,,60.43976667617778,,373.00140926829266,,20.019999999999996,,1950.462021102625
4,22,39470,,42.60511153475519,,25.063499999999998,,31.482989999999997,,29.321768430962727,,60.43976667617778,,417.7607580487805,,20.019999999999996,,1952.2523950538443
5,29,39477,,57.64220972349233,,25.063499999999998,,47.60733352941177,,39.67062787718487,,81.7714490324758,,492.36260243902444,,20.019999999999996,,2507.3025163818875
6,36,39484,,77.35841840055393,,25.063499999999998,,74.54196674509802,,56.95770272002979,,117.40459211779772,,591.831728292683,,20.019999999999996,,3399.976569990165
7,43,39491,,63.85278290344127,,23.598767499999994,,75.37198182843137,,56.95770272002979,,117.40459211779772,,651.5118365853659,,20.019999999999996,,3300.202499389774
8,50,39498,,63.85278290344127,,23.598767499999994,,75.37198182843137,,56.95770272002979,,117.40459211779772,,800.7121073170731,,20.019999999999996,,3306.170510219042
9,57,39505,,63.85278290344127,,23.598767499999994,,75.37198182843137,,56.95770272002979,,117.40459211779772,,830.5526497560975,,20.019999999999996,,3307.364131916603
10,64,39512,,37.31256480206236,,23.598767499999994,,38.485547492438656,,33.28340405979672,,68.60572479792322,,1009.595904390244,,20.019999999999996,,2100.3322012752396
11,71,39519,,42.46429142378269,,23.598767499999994,,45.64558005220122,,37.87882653117966,,78.07808191726934,,1009.595904390244,,20.019999999999996,,2336.019556311713
12,78,39526,,24.50086945421751,,23.598767499999994,,45.64558005220122,,37.87882653117966,,78.07808191726934,,1128.9561209756096,,20.019999999999996,,2229.420748763824
13,85,39533,,11.028302977043642,,20.82224375,,47.21894351053453,,37.87882653117966,,78.07808191726934,,1218.4762834146343,,20.019999999999996,,2114.542974327907
14,92,39540,,11.028302977043642,,20.82224375,,47.21894351053453,,37.87882653117966,,78.07808191726934,,1218.4762834146343,,20.019999999999996,,2114.542974327907
15,99,39547,,11.028302977043642,,20.82224375,,47.21894351053453,,37.87882653117966,,78.07808191726934,,1218.4762834146343,,20.019999999999996,,2114.542974327907
16,106,39554,,11.028302977043642,,20.82224375,,47.21894351053453,,37.87882653117966,,78.07808191726934,,1218.4762834146343,,20.019999999999996,,2114.542974327907
17,113,39561,,11.028302977043642,,20.82224375,,47.21894351053453,,37.87882653117966,,78.07808191726934,,1218.4762834146343,,20.019999999999996,,2114.542974327907
18,120,39568,,11.028302977043642,,20.82224375,,47.21894351053453,,37.87882653117966,,78.07808191726934,,1218.4762834146343,,20.019999999999996,,2114.542974327907
19,127,39575,,11.028302977043642,,20.82224375,,47.21894351053453,,37.87882653117966,,78.07808191726934,,1218.4762834146343,,20.019999999999996,,2114.542974327907
20,134,39582,,11.028302977043642,,20.82224375,,47.21894351053453,,37.87882653117966,,78.07808191726934,,1218.4762834146343,,20.019999999999996,,2114.542974327907
