Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,FofatoMonoPotasico (Lbs),Admin_FofatoMonoPotasico_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,1,39449,,1.062993841749653,,0.9998636028410312,,1.9197114441002021,,1.595747304091726,,3.2892489059970704,,24.866793170731707,,20.019999999999996,,131.16336894813313
2,8,39456,,1.062993841749653,,0.9998636028410312,,1.9197114441002021,,1.595747304091726,,3.2892489059970704,,24.866793170731707,,20.019999999999996,,131.16336894813313
3,15,39463,,1.7007901467994448,,1.59978176454565,,3.071538310560322,,2.553195686546761,,5.262798249595312,,44.76032536585365,,20.019999999999996,,176.4267285687203
4,22,39470,,2.338586451849238,,2.1996999262502688,,4.223365177020443,,3.510644069001795,,7.236347593193552,,59.680108292682924,,20.019999999999996,,221.49113821857583
5,29,39477,BaZam,2.338586451849238,,2.1996999262502688,,4.223365177020443,,3.510644069001795,,7.236347593193552,,59.680108292682924,,20.019999999999996,1.001,601.8711382185758
6,36,39484,,3.61417906194882,,3.3995362496595063,,6.527018909940684,,5.4255408339118665,,11.183446280390037,,84.54738975609757,,20.019999999999996,,311.42106614267703
7,43,39491,,3.61417906194882,,3.3995362496595063,,6.527018909940684,,5.4255408339118665,,11.183446280390037,,84.54738975609757,,20.019999999999996,,311.42106614267703
8,50,39498,,4.889771672048405,,4.599372573068743,,8.830672642860925,,7.3404375988219375,,15.130544967586522,,114.387443902439,,20.019999999999996,,401.54990497409534
9,57,39505,TricoZam,4.889771672048405,,4.599372573068743,,8.830672642860925,,7.3404375988219375,,15.130544967586522,,114.387443902439,,20.019999999999996,1.001,781.9299049740953
10,64,39512,,6.165364282147989,,5.799208896477981,,11.134326375781168,,9.255334363732008,,19.077643654783003,,144.2279863414634,,20.019999999999996,,491.67876333722097
